103.75032,1.36746
103.75016,1.3676500000000003
103.74961,1.36815
103.74931,1.36837
103.74917,1.3684800000000001
103.74906000000001,1.36856
103.74899,1.36858
103.74896,1.3686
103.74893,1.36862
103.74892,1.36863
103.74884,1.36869
103.74874,1.36877
103.74865,1.3688
103.74859,1.36881
103.74854,1.36882
103.7485,1.36882
103.74845000000002,1.36881
103.74841,1.36881
103.7483,1.3687900000000002
103.74788,1.3684000000000003
103.74691,1.36759
103.74647,1.36722
103.746,1.36681
103.74585000000002,1.36667
103.74571,1.36656
103.74569,1.36647
103.74567,1.3664
103.74565,1.36633
103.74564,1.36622
103.74563,1.36611
103.74567,1.36606
103.74583,1.36589
103.74595,1.36574
103.74604,1.36564
103.74625,1.36543
103.74641,1.36531
103.74651,1.36526
103.74661,1.36521
103.74667,1.3652
103.74706000000002,1.36519
103.74874,1.36524
103.74880000000002,1.36407
103.74882,1.3637
103.74881,1.36355
103.74879,1.3634300000000001
103.74875,1.36334
103.74869,1.36326
103.74853,1.3631
103.74844,1.363
103.7484,1.3629100000000003
103.74837000000001,1.3628
103.74835,1.36269
103.74839,1.362
103.7484,1.36168
103.74843,1.36127
103.74843,1.36125
103.74842,1.36114
103.74842,1.36113
103.74835,1.36073
103.74834,1.36062
103.74834,1.36056
103.74834,1.36052
103.74835,1.36044
103.74839,1.36036
103.7485,1.36022
103.74877,1.36003
103.74935,1.35951
103.74925,1.35941
103.74919,1.35935
103.74912,1.35927
103.74908,1.35922
103.74907,1.3592
103.74905,1.35917
103.74904,1.35913
103.74903,1.3591
103.74903,1.35903
103.74903,1.35901
103.74903,1.35892
103.74905,1.35872
103.74905,1.35816
103.74907,1.35749
103.74911,1.35697
103.74913,1.35655
103.74914,1.35646
103.74902,1.35646
103.749,1.35647
103.74897000000001,1.35647
103.74891,1.3565
103.74847,1.3565
103.74827,1.3564900000000002
103.74814,1.35648
103.74786,1.35648
103.74742,1.35647
103.74731,1.35647
103.7473,1.35697
103.74727,1.3577300000000003
103.74723,1.35848
103.74719,1.35872
103.74716000000001,1.35883
103.74712,1.35895
103.74706000000002,1.35906
103.74699,1.35917
103.74691,1.35928
103.74682,1.35938
103.74662,1.35957
103.74628,1.35988
103.7459,1.36021
103.7458,1.36032
103.74564,1.36051
103.74550000000002,1.3607
103.74544,1.36079
103.74529,1.36092
103.74527,1.36095
103.74522,1.36099
103.74518,1.36102
103.74509,1.36109
103.74498,1.36114
103.74476,1.36124
103.74423,1.36143
103.74345,1.36177
103.74321,1.36189
103.74308,1.36197
103.74286,1.36212
103.74278,1.36217
103.74254,1.36236
103.74243,1.36245
103.74219,1.36266
103.7421,1.36272
103.74217,1.36279
103.74235,1.36303
103.74364,1.36468
103.74408,1.36521
103.74433,1.36549
103.74472,1.36584
103.74506,1.36614
103.74534,1.3664
103.74563,1.36665
103.7461,1.36705
103.74636,1.36726
103.74738,1.36816
103.74789,1.36862
103.74812,1.36881
103.7484,1.36906
103.74848,1.36914
103.74857,1.36906
103.74881,1.3688400000000003
103.74901,1.36865
103.74904,1.36862
103.74906000000001,1.36856
103.74917,1.3684800000000001
103.74931,1.36837
103.74961,1.36815
103.75016,1.3676500000000003
103.75029,1.3675
