103.75032,1.36746
103.75016,1.3676500000000003
103.74961,1.36815
103.74931,1.36837
103.74917,1.3684800000000001
103.74906000000001,1.36856
103.74899,1.36858
103.74896,1.3686
103.74893,1.36862
103.74892,1.36863
103.74884,1.36869
103.74874,1.36877
103.74865,1.3688
103.74859,1.36881
103.74854,1.36882
103.7485,1.36882
103.74845000000002,1.36881
103.74841,1.36881
103.7483,1.3687900000000002
103.74788,1.3684000000000003
103.74691,1.36759
103.74647,1.36722
103.746,1.36681
103.74585000000002,1.36667
103.74571,1.36656
103.74543,1.36632
103.7452,1.36611
103.74476,1.36573
103.74474,1.36571
103.74441,1.36541
103.74409,1.36504
103.74316,1.36388
103.74275,1.36338
103.74265000000001,1.36323
103.74246,1.36298
103.74225,1.36272
103.74219,1.36266
103.74201,1.3624200000000002
103.74132,1.36157
103.7403,1.36036
103.73927,1.35914
103.73903,1.3589
103.73887,1.35874
103.73868,1.35854
103.73865,1.35855
103.73859,1.3585600000000002
103.73857,1.35857
103.73855,1.35858
103.73854,1.35859
103.73853,1.3586
103.73852,1.35862
103.7385,1.35866
103.73867,1.35883
103.73909000000002,1.35927
103.73968,1.35987
103.74119,1.36165
103.74183,1.36241
103.7421,1.36272
103.74217,1.36279
103.74225,1.36272
103.74249,1.36252
103.7426,1.36243
103.74283,1.36225
103.74291000000001,1.36219
103.74313,1.36205
103.74326,1.36197
103.7435,1.36185
103.74427,1.36153
103.74482,1.36133
103.74505,1.36123
103.74517,1.36118
103.74527,1.36111
103.74531,1.36108
103.74536,1.36102
103.74539,1.36099
103.74554,1.36085
103.7456,1.36076
103.74577000000001,1.36051
103.74581,1.36045
103.7459,1.36035
103.74633,1.35993
103.74667,1.35962
103.74685,1.35945
103.74695,1.35935
103.74704,1.35923
103.74712,1.35912
103.74718,1.359
103.74722,1.35889
103.74723,1.35886
103.74727,1.35872
103.7473,1.35847
103.74735,1.35772
103.74742,1.35647
103.74786,1.35648
103.74814,1.35648
103.74827,1.3564900000000002
103.74847,1.3565
103.74891,1.3565
103.74899,1.3565400000000003
103.74902,1.35655
103.74913,1.35655
103.7493,1.35656
103.74962,1.3566
103.7498,1.35663
103.75,1.35671
103.75011,1.35678
103.75026,1.3569
103.7507,1.35733
103.75141,1.35813
103.75147,1.35823
103.75153,1.3583000000000003
103.75157000000002,1.35845
103.75159,1.35858
103.75159,1.35864
103.7516,1.35867
103.75161,1.35888
103.75161,1.35896
103.75158,1.35939
103.75157000000002,1.35967
103.75155,1.35972
103.75155,1.35975
103.75154,1.35977
103.75153,1.35982
103.75104,1.35981
103.75051,1.35978
103.75017,1.35976
103.74977,1.35976
103.74968,1.35975
103.74964,1.35975
103.74959,1.35973
103.74956,1.35972
103.74952,1.3597
103.74948,1.35966
103.74935,1.35951
103.74877,1.36003
103.7485,1.36022
103.74839,1.36036
103.74835,1.36044
103.74834,1.36052
103.74834,1.36056
103.74834,1.36062
103.74835,1.36073
103.74842,1.36113
103.74842,1.36114
103.74843,1.36125
103.74843,1.36127
103.7484,1.36168
103.74839,1.362
103.74833,1.36199
103.74801,1.36195
103.74795,1.36195
103.74794,1.36195
103.74727,1.36193
103.74714,1.36193
103.74699,1.36191
103.74697,1.36191
103.74695,1.36191
103.74693,1.36192
103.74689,1.36193
103.74665,1.36202
103.74669,1.36209
103.74695,1.36265
103.74703,1.3628600000000002
103.74708,1.36306
103.7471,1.3631700000000002
103.74713,1.36332
103.74714,1.36344
103.74714,1.36345
103.74714,1.36359
103.74713,1.36367
103.7471,1.36435
103.74706000000002,1.36519
103.74874,1.36524
103.75137,1.36546
103.75131000000002,1.36574
103.75124,1.366
103.75115,1.36625
103.75076,1.36693
103.7505,1.36726
103.75029,1.3675
